app_num,main_IPC,IPC,pub_date,pub_num,app_date,priority,Int_filing,Int_pub,entry_date,initial_app_num,tech_div,IPCcount,SingleIPC,IPCcount_unique,total_applicant,collaboration_applicant,type1_company,type2_university,type3_individual,total_inventers,collaboration_inventer,if_agency,total_agents,app_year,total_claims,paid_claims,patent_status_n,nation_province_code_2,Chinese,priority_d,divisional_app,substantive_review,app_withdraw,reject,recover,decision_made,grant,waive,terminate,pub_date_c,grant_c,reject_c,subrev_withdraw_dur,app_withdraw_c,pub_grant_dur,pub_reject_dur,substantive_review_c,event,event_date,start_end_dur,age_at_subreview,age_at_event
CN01114553.6,A61K35/78,A61K35/78;A61K9/00;A61H39/06;A61P11/14,2002.01.02,CN1328840A,2001-06-20,NA,NA,NA,NA,0,0.625,4,0,3,1,0,0,0,1,1,0,0,0,2001,1,0,2,43,1,0,0,2001-11-21,NA,NA,NA,NA,2004-10-06,NA,2009-08-19,2002-01-02,2004-10-06,NA,NA,NA,33.13972603,NA,2001-11-21,3,2004-10-06,34.52054795,5.063013699,39.58356164
CN99814072.4,A63B23/08,A63B23/08;A63B22/16,2002.01.02,CN1329513A,1999-11-11,1998.12.04 SE 9804219－5,PCT/SE99/02048 1999.11.11,WO00/33918 英 2000.06.15,2001.06.04,0,0,2,0,1,1,0,1,0,0,1,0,1,1,1999,5,0,1,SE,0,1,0,2002-03-06,NA,NA,NA,NA,2004-06-16,NA,NA,2002-01-02,2004-06-16,NA,NA,NA,29.45753425,NA,2002-03-06,3,2004-06-16,27.38630137,27.81369863,55.2
CN99814093.7,A61F13/15,A61F13/15,2002.01.02,CN1329477A,1999-12-08,"1998.12.09 US 09/209,177",PCT/US99/29130 1999.12.08,WO00/33779 英 2000.06.15,2001.06.04,0,0,1,1,1,1,0,1,0,0,3,1,1,2,1999,17,1,2,US,0,1,0,2002-02-13,NA,NA,NA,NA,2005-12-14,NA,2011-02-16,2002-01-02,2005-12-14,NA,NA,NA,47.40821918,NA,2002-02-13,3,2005-12-14,46.02739726,26.23561644,72.2630137
CN99813958.0,A61B17/34,A61B17/34;A61B17/02,2002.01.02,CN1329474A,1999-12-01,1998.12.01 IE 980997;1999.02.15 IE 990111,PCT/IE99/00122 1999.12.01,WO00/32116 英 2000.06.08,2001.05.31,0,0,2,0,1,1,0,1,0,0,5,1,1,1,1999,37,1,1,IE,0,1,0,2002-01-02,NA,NA,NA,NA,2009-07-15,NA,NA,2002-01-02,2009-07-15,NA,NA,NA,90.44383562,NA,2002-01-02,3,2009-07-15,90.44383562,25.08493151,115.5287671
CN99814082.1,A61K9/16,A61K9/16;A61K9/50;A61K9/20;B01J2/00,2002.01.02,CN1329486A,1999-12-03,1998.12.04 DE 19856149.0,PCT/EP99/09462 1999.12.03,WO00/33819 德 2000.06.15,2001.06.04,0,0.375,4,0,2,1,0,1,0,0,5,1,1,2,1999,8,0,2,DE,0,1,0,2002-01-02,NA,NA,NA,NA,2004-06-23,NA,2007-01-31,2002-01-02,2004-06-23,NA,NA,NA,29.68767123,NA,2002-01-02,3,2004-06-23,29.68767123,25.01917808,54.70684932
CN99814186.0,A61K31/50,"A61K31/50;A61K31/501;A61P15/10;//C07D237/22,C07D401/12",2002.01.02,CN1329492A,1999-11-30,1998.12.07 JP 98/346798,PCT/JP99/06693 1999.11.30,WO00/33845 日 2000.06.15,2001.06.07,0,0.444444444,3,0,2,2,1,1,0,0,10,1,1,2,1999,10,0,2,JP,0,1,0,2002-02-20,NA,NA,NA,NA,2004-08-25,NA,2016-01-20,2002-01-02,2004-08-25,NA,NA,NA,31.75890411,NA,2002-02-20,3,2004-08-25,30.14794521,26.72876712,56.87671233
CN01118338.1,A45D40/00,A45D40/00,2002.01.02,CN1328799A,2001-05-24,2000.06.07 JP 2000-171214;2000.06.07 JP 2000-171215;2000.06.07 JP 2000-171262,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,3,1,1,1,2001,19,1,2,JP,0,1,0,2001-11-21,NA,NA,NA,NA,2005-04-20,NA,2014-07-16,2002-01-02,2005-04-20,NA,NA,NA,39.58356164,NA,2001-11-21,3,2005-04-20,40.96438356,5.950684932,46.91506849
CN01108796.X,A23L1/311,A23L1/311;A23L1/315;A23L1/33;A23L1/01,2002.02.13,CN1335098A,2001-08-30,NA,NA,NA,NA,0,0,4,0,1,1,0,0,0,1,1,0,1,1,2001,3,0,2,51,1,0,0,2001-12-26,NA,NA,NA,NA,2005-03-30,NA,2008-11-05,2002-02-13,2005-03-30,NA,NA,NA,37.51232877,NA,2001-12-26,3,2005-03-30,39.12328767,3.879452055,43.00273973
CN01115421.7,A61K35/78,A61K35/78;A61P31/06,2002.02.13,CN1335156A,2001-04-25,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2001,3,0,2,22,1,0,0,2003-02-05,2004-07-28,NA,NA,NA,NA,NA,NA,2002-02-13,NA,NA,17.72054795,2004-07-28,NA,NA,2003-02-05,1,2004-07-28,17.72054795,21.40273973,39.12328767
CN01123917.4,A61K35/78,A61K35/78;A61P17/02,2002.02.13,CN1335160A,2001-08-03,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2001,1,0,2,41,1,0,0,2002-06-19,NA,NA,NA,NA,2004-02-04,NA,2008-10-01,2002-02-13,2004-02-04,NA,NA,NA,23.70410959,NA,2002-06-19,3,2004-02-04,19.56164384,10.52054795,30.08219178
CN00113578.3,A01G15/00,A01G15/00;G01W1/00,2002.02.13,CN1335054A,2000-07-25,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2000,1,0,2,43,1,0,0,2000-12-20,2003-08-20,NA,NA,NA,NA,NA,NA,2002-02-13,NA,NA,31.9890411,2003-08-20,NA,NA,2000-12-20,1,2003-08-20,31.9890411,4.865753425,36.85479452
CN01119398.0,A01N43/90,A01N43/90,2002.02.13,CN1335065A,1999-05-28,NA,NA,NA,NA,CN99116209.9,0,1,1,1,1,0,0,1,0,1,0,0,0,1999,8,0,2,44,1,0,1,2001-12-26,NA,NA,NA,NA,2004-09-08,NA,2009-08-05,2002-02-13,2004-09-08,NA,NA,NA,30.83835616,NA,2001-12-26,3,2004-09-08,32.44931507,31.00273973,63.45205479
CN01130648.3,A23L1/212,A23L1/212;A23L1/48;A23P1/00,2002.02.13,CN1335091A,2001-08-16,NA,NA,NA,NA,0,0.444444444,3,0,2,2,1,0,0,1,2,1,1,1,2001,4,0,2,13,1,0,0,2001-12-26,2005-05-18,NA,NA,NA,NA,NA,NA,2002-02-13,NA,NA,40.73424658,2005-05-18,NA,NA,2001-12-26,1,2005-05-18,40.73424658,4.339726027,45.0739726
CN00110699.6,A23L1/317,A23L1/317;A23L1/30;A23L1/312,2002.02.13,CN1335101A,2000-07-21,NA,NA,NA,NA,0,0,3,0,1,1,0,0,0,1,1,0,1,1,2000,3,0,2,23,1,0,0,2001-01-10,NA,NA,NA,NA,2003-07-16,NA,2006-09-20,2002-02-13,2003-07-16,NA,NA,NA,17.03013699,NA,2001-01-10,3,2003-07-16,30.14794521,5.687671233,35.83561644
CN01119582.7,A61K31/10,A61K31/10;A61K9/48;A61P3/06,2002.02.13,CN1335127A,2001-05-21,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,1,0,7,1,1,1,2001,2,0,2,13,1,0,0,2002-06-12,NA,NA,NA,NA,2004-02-18,NA,2006-07-19,2002-02-13,2004-02-18,NA,NA,NA,24.16438356,NA,2002-06-12,3,2004-02-18,20.25205479,12.72328767,32.97534247
CN01127909.5,A01N59/20,A01N59/20,2002.02.13,CN1335071A,2001-07-04,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2001,1,0,2,22,1,0,0,2002-07-31,NA,2004-11-03,NA,NA,NA,NA,NA,2002-02-13,NA,2004-11-03,NA,NA,NA,32.67945205,2002-07-31,2,2004-11-03,27.15616438,12.88767123,40.04383562
CN01128048.4,A23L2/02,A23L2/02;A23L2/38;A61P25/32,2002.02.13,CN1335102A,2001-08-13,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,1,1,2001,1,0,2,23,1,0,0,2001-12-26,2004-06-02,NA,NA,NA,NA,NA,NA,2002-02-13,NA,NA,29.22739726,2004-06-02,NA,NA,2001-12-26,1,2004-06-02,29.22739726,4.438356164,33.66575342
CN01110232.2,A61K31/4168,A61K31/4168;A61P31/10,2002.02.13,CN1335132A,2001-04-03,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2001,3,0,2,22,1,0,0,2001-12-26,2004-06-02,NA,NA,NA,NA,NA,NA,2002-02-13,NA,NA,29.22739726,2004-06-02,NA,NA,2001-12-26,1,2004-06-02,29.22739726,8.778082192,38.00547945
CN00121433.0,A61K35/56,A61K35/56;A61P3/02,2002.02.13,CN1335138A,2000-07-21,NA,NA,NA,NA,0,0.5,2,0,2,1,0,1,0,0,2,1,0,0,2000,8,0,2,11,1,0,0,2001-08-01,NA,NA,NA,NA,2004-10-20,NA,2007-09-19,2002-02-13,2004-10-20,NA,NA,NA,32.21917808,NA,2001-08-01,3,2004-10-20,38.6630137,12.36164384,51.02465753
CN01119399.9,A01N53/00,A01N53/00;A01N43/90,2002.02.13,CN1335067A,1999-05-28,NA,NA,NA,NA,CN99116209.9,0,2,0,1,1,0,0,1,0,1,0,0,0,1999,13,1,2,44,1,0,1,2001-12-26,NA,NA,NA,NA,2004-09-15,NA,2009-08-05,2002-02-13,2004-09-15,NA,NA,NA,31.06849315,NA,2001-12-26,3,2004-09-15,32.67945205,31.00273973,63.68219178
CN01141435.9,A23L1/20,A23L1/20;A23L3/3463,2002.03.13,CN1339267A,2001-09-25,NA,NA,NA,NA,0,0,2,0,1,1,0,0,0,1,1,0,0,0,2001,6,0,2,11,1,0,0,2002-01-23,NA,2005-10-05,NA,NA,NA,NA,NA,2002-03-13,NA,2005-10-05,NA,NA,NA,42.80547945,2002-01-23,2,2005-10-05,44.41643836,3.945205479,48.36164384
CN99816345.7,A47J37/07,A47J37/07,2002.02.13,CN1335754A,1999-08-28,1998.12.29 DE 29823182.4,PCT/EP99/06359 1999.08.28,WO00/38559 德 2000.07.06,2001.08.23,0,0,1,1,1,1,0,1,0,0,1,0,1,2,1999,38,1,2,DE,0,1,0,2002-03-13,2004-11-17,NA,NA,NA,NA,NA,NA,2002-02-13,NA,NA,32.21917808,2004-11-17,NA,NA,2002-03-13,1,2004-11-17,32.21917808,30.50958904,62.72876712
CN00109941.8,A61K35/78,A61K35/78;A61P35/00;A61P39/00,2002.02.13,CN1335140A,2000-07-21,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,1,1,2000,2,0,2,51,1,0,0,2001-09-05,NA,NA,NA,NA,2003-07-30,NA,2007-09-19,2002-02-13,2003-07-30,NA,NA,NA,17.49041096,NA,2001-09-05,3,2003-07-30,22.78356164,13.51232877,36.29589041
CN00122024.1,A23F3/34,A23F3/34,2002.02.13,CN1335077A,2000-07-20,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2000,3,0,2,23,1,0,0,NA,NA,NA,NA,NA,2004-03-10,NA,2012-09-19,2002-02-13,2004-03-10,NA,NA,NA,24.85479452,NA,2002-02-13,3,2004-03-10,24.85479452,18.83835616,43.69315068
CN01130654.8,A61K35/78,A61K35/78;A61P17/00,2002.02.13,CN1335179A,2001-08-17,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2001,1,0,2,41,1,0,0,2002-02-20,NA,2005-01-26,NA,NA,NA,NA,NA,2002-02-13,NA,2005-01-26,NA,NA,NA,35.44109589,2002-02-20,2,2005-01-26,35.2109589,6.147945205,41.35890411
CN00123883.3,A61M1/08,A61M1/08;A61H7/00,2002.03.13,CN1339324A,2000-08-24,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2000,1,0,2,11,1,0,0,2003-08-06,NA,NA,NA,NA,2005-05-25,NA,2007-10-24,2002-03-13,2005-05-25,NA,NA,NA,38.43287671,NA,2003-08-06,3,2005-05-25,21.63287671,35.40821918,57.04109589
CN01128928.7,A61F2/02,A61F2/02;A61L27/00,2002.03.13,CN1339290A,2001-09-28,NA,NA,NA,NA,0,0.5,2,0,2,2,1,0,0,1,2,1,1,1,2001,5,0,2,50,1,0,0,2002-01-23,NA,NA,NA,NA,2004-05-26,NA,2006-11-29,2002-03-13,2004-05-26,NA,NA,NA,26.46575342,NA,2002-01-23,3,2004-05-26,28.07671233,3.846575342,31.92328767
CN00115999.2,A21D13/08,A21D13/08,2002.03.20,CN1340299A,2000-09-02,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2000,5,0,2,42,1,0,0,2001-06-06,NA,NA,NA,NA,2003-06-11,NA,2011-11-23,2002-03-20,2003-06-11,NA,NA,NA,14.72876712,NA,2001-06-06,3,2003-06-11,24.16438356,9.106849315,33.27123288
CN00122825.0,A47J45/10,A47J45/10,2002.03.13,CN1339283A,2000-08-28,NA,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2000,12,1,1,KR,0,0,0,2004-02-11,NA,NA,NA,NA,2008-07-09,NA,NA,2002-03-13,2008-07-09,NA,NA,NA,75.94520548,NA,2004-02-11,3,2008-07-09,52.93150685,41.49041096,94.42191781
CN00111319.4,A61K31/445,A61K31/445;A61K7/40;A61K7/48;A61P17/16,2002.03.20,CN1340342A,2000-08-26,NA,NA,NA,NA,0,0.375,4,0,2,2,1,0,0,1,2,1,1,1,2000,2,0,2,37,1,0,0,2002-07-31,2005-01-26,NA,NA,NA,NA,NA,NA,2002-03-20,NA,NA,29.91780822,2005-01-26,NA,NA,2002-07-31,1,2005-01-26,29.91780822,23.14520548,53.0630137
CN00106229.8,A62B13/00,A62B13/00;F24F3/16,2002.02.13,CN1335188A,2000-07-26,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,1,0,5,1,0,0,2000,2,0,2,11,1,0,0,2002-08-07,NA,NA,NA,NA,2004-05-19,NA,2014-09-17,2002-02-13,2004-05-19,NA,NA,NA,27.15616438,NA,2002-08-07,3,2004-05-19,21.40273973,24.39452055,45.79726027
CN01111614.5,A61B5/05,A61B5/05,2002.02.13,CN1335116A,2001-03-16,"2000.03.17 US 60/189,985;2000.08.04 US 09/631,626",NA,NA,NA,0,0,1,1,1,1,0,1,0,0,2,1,1,1,2001,41,1,2,JP,0,1,0,2002-01-02,NA,NA,NA,NA,2005-01-19,NA,2014-05-07,2002-02-13,2005-01-19,NA,NA,NA,35.2109589,NA,2002-01-02,3,2005-01-19,36.59178082,9.6,46.19178082
CN00802460.X,A61L2/10,A61L2/10,2002.02.13,CN1335780A,2000-09-29,1999.10.29 KR 1999/47553,PCT/KR00/01086 2000.09.29,WO01/30401 英 2001.05.03,2001.06.28,0,0,1,1,1,1,0,1,0,0,1,0,1,2,2000,6,0,2,KR,0,1,0,2003-01-15,2006-06-14,NA,NA,NA,NA,NA,NA,2002-02-13,NA,NA,40.96438356,2006-06-14,NA,NA,2003-01-15,1,2006-06-14,40.96438356,27.55068493,68.51506849
CN00803567.9,A46B9/04,A46B9/04;A46D1/00;A46B3/00,2002.03.13,CN1339948A,2000-02-08,"1999.02.09 US 09/247,093",PCT/US00/03239 2000.02.08,WO00/47082 英 2000.08.17,2001.08.08,0,0.444444444,3,0,2,1,0,1,0,0,3,1,1,2,2000,34,1,2,US,0,1,0,2002-04-17,NA,NA,NA,NA,2004-04-14,NA,2006-04-12,2002-03-13,2004-04-14,NA,NA,NA,25.08493151,NA,2002-04-17,3,2004-04-14,23.93424658,26.26849315,50.20273973
CN00113117.6,A61K7/48,A61K7/48,2002.03.13,CN1339296A,2000-08-17,NA,NA,NA,NA,0,0,1,1,1,2,1,0,0,1,2,1,1,1,2000,1,0,2,52,1,0,0,2001-03-21,NA,NA,NA,NA,2003-10-29,NA,2011-04-20,2002-03-13,2003-10-29,NA,NA,NA,19.56164384,NA,2001-03-21,3,2003-10-29,31.29863014,7.101369863,38.4
CN00123458.7,A23L1/212,A23L1/212;A23L1/302;B01D11/00,2002.03.13,CN1339268A,2000-08-17,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,1,1,2000,4,0,2,15,1,0,0,2003-09-10,2005-01-26,NA,NA,NA,NA,NA,NA,2002-03-13,NA,NA,16.56986301,2005-01-26,NA,NA,2003-09-10,1,2005-01-26,16.56986301,36.7890411,53.35890411
CN00128362.6,A61K31/366,A61K31/366;A01N43/90;A61P33/00,2002.02.13,CN1335131A,1994-04-28,1993.05.10 US 059787;1993.05.10 US 059699,NA,NA,NA,CN94192050.X,0.666666667,3,0,3,1,0,1,0,0,2,1,1,1,1994,10,0,2,US,0,1,1,2001-12-26,NA,NA,NA,NA,2005-06-15,NA,2014-07-02,2002-02-13,2005-06-15,NA,NA,NA,40.04383562,NA,2001-12-26,3,2005-06-15,41.65479452,92.02191781,133.6767123
CN00803620.9,A61K7/48,A61K7/48,2002.03.13,CN1339961A,2000-02-14,1999.02.17 GB 9903639.4,PCT/EP00/01188 2000.02.14,WO00/48565 英 2000.08.24,2001.08.09,0,0,1,1,1,1,0,1,0,0,2,1,1,2,2000,6,0,2,NL,0,1,0,2002-03-06,NA,NA,NA,NA,2005-08-31,NA,2008-04-23,2002-03-13,2005-08-31,NA,NA,NA,41.65479452,NA,2002-03-06,3,2005-08-31,41.88493151,24.69041096,66.57534247
CN00802548.7,A61K7/48,A61K7/48;C08G69/34;C07C233/36,2002.02.13,CN1335762A,2000-01-04,"1999.01.04 US 09/225,889",PCT/US00/00132 2000.01.04,WO00/40216 英 2000.07.13,2001.07.04,0,0.666666667,3,0,3,1,0,1,0,0,2,1,1,1,2000,20,1,1,US,0,1,0,2002-02-13,NA,NA,NA,NA,2005-10-05,NA,NA,2002-02-13,2005-10-05,NA,NA,NA,43.7260274,NA,2002-02-13,3,2005-10-05,43.7260274,25.34794521,69.0739726
CN01120649.7,A23L1/218,A23L1/218;A23L3/3589,2002.02.13,CN1335092A,2001-07-20,2000.07.22 KR 42220/2000,NA,NA,NA,0,0,2,0,1,1,0,1,0,0,1,0,1,2,2001,5,0,2,KR,0,1,0,2002-01-02,NA,NA,NA,NA,2006-01-11,NA,2016-09-07,2002-02-13,2006-01-11,NA,NA,NA,46.94794521,NA,2002-01-02,3,2006-01-11,48.32876712,5.457534247,53.78630137
CN99816361.9,A61K7/50,A61K7/50;A61K7/48,2002.02.13,CN1335764A,1999-12-30,"1998.12.31 US 60/114,496;1998.12.31 US 60/114,497",PCT/US99/31304 1999.12.30,WO00/38626 英 2000.07.06,2001.08.24,0,0,2,0,1,1,0,1,0,0,10,1,1,2,1999,110,1,2,US,0,1,0,2002-02-13,NA,NA,NA,NA,NA,2007-02-28,NA,2002-02-13,2006-12-28,NA,NA,NA,58.48767123,NA,2002-02-13,3,2006-12-28,58.48767123,25.51232877,84
CN00112471.4,A01D41/08,A01D41/08;A01D82/00,2002.03.13,CN1339247A,2000-08-17,NA,NA,NA,NA,0,0,2,0,1,1,0,0,1,0,5,1,0,0,2000,6,0,2,35,1,0,0,2002-01-09,NA,NA,NA,NA,2005-06-29,NA,2013-10-16,2002-03-13,2005-06-29,NA,NA,NA,39.58356164,NA,2002-01-09,3,2005-06-29,41.65479452,16.76712329,58.42191781
CN00802462.6,A61L2/10,A61L2/10,2002.02.13,CN1335781A,2000-09-29,1999.10.29 KR 1999/47553,PCT/KR00/01085 2000.09.29,WO01/30400 英 2001.05.03,2001.06.28,0,0,1,1,1,1,0,1,0,0,1,0,1,2,2000,11,1,2,KR,0,1,0,2003-01-15,NA,NA,NA,NA,2007-08-08,NA,2008-11-26,2002-02-13,2007-08-08,NA,NA,NA,65.81917808,NA,2003-01-15,3,2007-08-08,54.77260274,27.55068493,82.32328767
CN01124244.2,A61G9/00,A61G9/00;A61G9/02,2002.03.20,CN1340338A,2001-08-17,2000.08.17 KR 47602/2000;2001.07.26 KR 45202/2001,NA,NA,NA,0,0,2,0,1,1,0,1,0,0,1,0,1,2,2001,32,1,1,KR,0,1,0,2002-01-30,NA,NA,NA,NA,2005-05-04,NA,NA,2002-03-20,2005-05-04,NA,NA,NA,37.51232877,NA,2002-01-30,3,2005-05-04,39.12328767,5.457534247,44.58082192
CN00803582.2,A61L24/06,A61L24/06;C08F222/10,2002.03.13,CN1339974A,2000-02-09,1999.02.09 FR 99/01485,PCT/FR00/00305 2000.02.09,WO00/47242 法 2000.08.17,2001.08.08,0,0.5,2,0,2,1,0,1,0,0,4,1,1,1,2000,12,1,2,FR,0,1,0,2002-03-27,2005-10-05,NA,NA,NA,NA,NA,NA,2002-03-13,NA,NA,42.34520548,2005-10-05,NA,NA,2002-03-27,1,2005-10-05,42.34520548,25.54520548,67.89041096
CN00802793.5,A61K38/55,A61K38/55;A61P29/00,2002.03.20,CN1341028A,2000-01-13,1999.01.13 SE 9900070－5,PCT/SE00/00051 2000.01.13,WO00/41716 英 2000.07.20,2001.07.13,0,0.5,2,0,2,1,0,1,0,0,1,0,1,2,2000,11,1,2,SE,0,1,0,2002-04-03,NA,NA,NA,NA,2004-10-13,NA,2012-03-21,2002-03-20,2004-10-13,NA,NA,NA,30.83835616,NA,2002-04-03,3,2004-10-13,30.37808219,26.6630137,57.04109589
CN01123541.1,A61M15/06,A61M15/06;A61K35/78,2002.03.20,CN1340365A,2001-07-31,2000.08.30 KR 2000－50639,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2001,2,0,2,KR,0,1,0,2001-11-28,NA,NA,NA,NA,2005-02-09,NA,2008-10-01,2002-03-20,2005-02-09,NA,NA,NA,34.75068493,NA,2001-11-28,3,2005-02-09,38.43287671,3.945205479,42.37808219
CN00803914.3,A63B53/14,A63B53/14,2002.03.13,CN1339979A,2000-06-02,"1999.06.11 US 09/330,292",PCT/US00/15402 2000.06.02,WO00/76595 英 2000.12.21,2001.08.17,0,0,1,1,1,1,0,1,0,0,5,1,1,2,2000,15,1,2,US,0,1,0,2002-07-31,NA,NA,NA,NA,2006-07-19,NA,2013-07-24,2002-03-13,2006-07-19,NA,NA,NA,52.24109589,NA,2002-07-31,3,2006-07-19,47.63835616,25.93972603,73.57808219
CN01104261.3,A61B17/70,A61B17/70;A61B17/56;A61F2/44;A61L27/00,2002.03.20,CN1340330A,2001-02-27,"2000.08.28 US 09/649,491",NA,NA,NA,0,0.625,4,0,3,1,0,1,0,0,5,1,1,2,2001,41,1,2,US,0,1,0,2003-04-09,NA,NA,NA,NA,2005-03-16,NA,2013-04-17,2002-03-20,2005-03-16,NA,NA,NA,35.90136986,NA,2003-04-09,3,2005-03-16,23.24383562,25.34794521,48.59178082
CN00804103.2,A61K31/70,A61K31/70,2002.03.20,CN1341024A,2000-02-23,"1999.02.23 US 60/121,588",PCT/US00/04663 2000.02.23,WO00/50043 英 2000.08.31,2001.08.22,0,0,1,1,1,1,0,0,1,0,1,0,1,2,2000,27,1,1,US,0,1,0,2002-03-20,NA,NA,NA,NA,2005-03-09,NA,NA,2002-03-20,2005-03-09,NA,NA,NA,35.67123288,NA,2002-03-20,3,2005-03-09,35.67123288,24.85479452,60.5260274
CN01123283.8,A44B18/00,A44B18/00;A47C27/00,2002.03.20,CN1340319A,2001-06-28,2000.06.30 JP 199477/2000;2000.12.22 JP 391196/2000,NA,NA,NA,0,0.5,2,0,2,1,0,1,0,0,1,0,1,1,2001,13,1,1,JP,0,1,0,2002-01-30,NA,NA,NA,NA,2004-07-07,NA,NA,2002-03-20,2004-07-07,NA,NA,NA,27.61643836,NA,2002-01-30,3,2004-07-07,29.22739726,7.101369863,36.32876712
CN00808831.4,A61K38/21,"A61K38/21;A61P31/00;//(A61K38/21,31:70,31:355)",2002.06.26,CN1355708A,2000-04-18,"1999.04.19 US 09/294,687",PCT/US00/10240 2000.04.18,WO00/62799 英 2000.10.26,2001.12.11,0,0.5,2,0,2,1,0,1,0,0,3,1,1,1,2000,14,1,2,US,0,1,0,2002-07-17,2004-08-11,NA,NA,NA,NA,NA,NA,2002-06-26,NA,NA,24.85479452,2004-08-11,NA,NA,2002-07-17,1,2004-08-11,24.85479452,26.95890411,51.81369863
CN00805910.1,A61K39/00,A61K39/00;A61K38/19;A61K38/20;A61K39/39;A61P35/00,2002.06.26,CN1355709A,2000-02-09,1999.02.09 JP 31197/99,PCT/JP00/00692 2000.02.09,WO00/47226 日 2000.08.17,2001.09.30,0,0.32,5,0,2,4,1,0,1,1,4,1,1,2,2000,6,0,1,JP,0,1,0,2002-06-12,NA,NA,NA,NA,2008-10-15,NA,NA,2002-06-26,2008-10-15,NA,NA,NA,75.71506849,NA,2002-06-12,3,2008-10-15,76.17534247,28.07671233,104.2520548
CN00808747.4,A23B4/12,A23B4/12;A23B4/22;A23K3/00;A23K3/03;//(C12R1:46),2002.06.26,CN1355673A,2000-04-05,1999.04.09 DE 19917715.5,PCT/EP00/03025 2000.04.05,WO00/60947 德 2000.10.19,2001.12.10,0,0.5,4,0,2,1,0,1,0,0,1,0,1,2,2000,15,1,1,DK,0,1,0,2002-06-12,NA,NA,NA,NA,2008-11-05,NA,NA,2002-06-26,2008-11-05,NA,NA,NA,76.40547945,NA,2002-06-12,3,2008-11-05,76.86575342,26.23561644,103.1013699
CN98814250.3,A61M5/32,A61M5/32,2002.06.26,CN1355716A,1998-09-23,NA,PCT/US98/20176 1998.09.23,WO00/16832 英 2000.03.30,2001.03.23,0,0,1,1,1,1,0,0,0,1,2,1,1,1,1998,20,1,2,US,0,0,0,2002-06-12,NA,NA,NA,NA,2005-03-23,NA,2010-12-01,2002-06-26,2005-03-23,NA,NA,NA,32.90958904,NA,2002-06-12,3,2005-03-23,33.36986301,44.64657534,78.01643836
CN01135080.6,A47L5/00,A47L5/00;A47L9/00,2002.06.26,CN1355001A,2001-11-19,"2000.12.01 US 09/727,724",NA,NA,NA,0,0,2,0,1,1,0,1,0,0,2,1,1,1,2001,21,1,2,US,0,1,0,2003-07-09,NA,NA,NA,NA,2005-04-06,NA,2013-01-16,2002-06-26,2005-04-06,NA,NA,NA,33.36986301,NA,2003-07-09,3,2005-04-06,20.94246575,19.62739726,40.56986301
CN02109330.X,A61K35/78,A61K35/78;A61P31/12,2002.12.11,CN1383854A,2002-03-20,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2002,3,0,2,23,1,0,0,2002-09-11,NA,NA,NA,NA,2004-12-29,NA,2008-05-21,2002-12-11,2004-12-29,NA,NA,NA,24.62465753,NA,2002-09-11,3,2004-12-29,27.61643836,5.753424658,33.36986301
CN00134782.9,A61K35/78,A61K35/78;A61P17/00;A61P31/10,2002.06.26,CN1355040A,2000-12-01,NA,NA,NA,NA,0,0.444444444,3,0,2,3,1,0,0,1,2,1,0,0,2000,6,0,2,53,1,0,0,2004-07-28,NA,NA,NA,NA,2006-07-05,NA,2010-01-27,2002-06-26,2006-07-05,NA,NA,NA,48.32876712,NA,2004-07-28,3,2006-07-05,23.24383562,43.89041096,67.13424658
CN02118875.0,A47D7/01,A47D7/01;A47D13/00,2002.12.11,CN1383775A,2002-04-29,"2001.05.08 US 09/850,164",NA,NA,NA,0,0,2,0,1,1,0,1,0,0,2,1,1,1,2002,31,1,1,US,0,1,0,2004-06-02,NA,NA,NA,NA,2005-11-30,NA,NA,2002-12-11,2005-11-30,NA,NA,NA,35.67123288,NA,2004-06-02,3,2005-11-30,17.95068493,25.15068493,43.10136986
